name,# calls,t_min,min rank,t_avg,t_max,max rank,total min (s),total min rank,total max (s),total max rank,total avg (s),# PEs
model_init,4,0.00014s,[2],0.00023s,0.00037s,[3],0.000,[2],0.000,[3],0.000,4
write_restart,84,4.8776s,[1],8.7948s,15.3820s,[0],184.687,[3],184.695,[0],184.690,4
write_restart_communication,3528,0.00000s,[0],0.22135s,43.4597s,[1],185.418,[3],224.653,[0],195.227,4
