name,# calls,t_min,min rank,t_avg,t_max,max rank,total min (s),total min rank,total max (s),total max rank,total avg (s),# PEs
total,2044,05m29s,[2019],05m29s,05m29s,[32],329.415,[2019],329.426,[32],329.420,2044
exch_data,476292880,0.00000s,[99],0.00019s,0.39057s,[891],26.433,[1328],109.049,[2042],45.048,2044
global_sum,14737240,0.00000s,[131],0.00001s,0.06450s,[417],0.026,[9],0.881,[0],0.062,2044
ordglb_sum,15009092,0.00003s,[19],0.00645s,0.09894s,[723],14.297,[1341],52.907,[872],47.388,2044
wrt_output,4088,19.6659s,[10],31.1100s,42.5495s,[0],62.190,[10],62.237,[1793],62.220,2044
physics,14718844,0.00371s,[232],0.02454s,0.17256s,[1849],173.555,[0],177.844,[832],176.708,2044
intp,73647364,0.00000s,[0],0.00001s,0.00338s,[1664],0.320,[2040],0.540,[1341],0.441,2044
nh_diagnostics,44207632,0.00000s,[0],0.00002s,0.01741s,[2038],0.327,[63],0.575,[1331],0.398,2044
diagnose_pres_temp,3728256,0.00000s,[0],0.00000s,0.00473s,[487],0.004,[1923],0.011,[493],0.005,2044
model_init,6132,1.5421s,[5],9.9488s,20.2523s,[1899],29.816,[5],29.898,[1813],29.847,2044
upper_atmosphere,8176,0.00000s,[6],0.00112s,0.00932s,[335],0.001,[1725],0.010,[335],0.004,2044
write_restart,44968,0.00230s,[274],0.54518s,10.6446s,[1010],11.965,[0],12.011,[6],11.994,2044
