name,# calls,t_min,min rank,t_avg,t_max,max rank,total min (s),total min rank,total max (s),total max rank,total avg (s),# PEs
total,248,51m29s,[1],51m29s,51m29s,[192],3089.369,[1],3089.398,[192],3089.387,248
exch_data,57788960,0.00000s,[13],0.00223s,2.0968s,[41],295.877,[170],1270.064,[247],519.847,248
global_sum,1788080,0.00000s,[71],0.00012s,0.03770s,[121],0.195,[1],2.153,[0],0.883,248
ordglb_sum,1821064,0.00001s,[157],0.02762s,2.0992s,[91],31.486,[122],331.468,[148],202.808,248
wrt_output,297848,0.00456s,[172],0.01156s,0.06920s,[0],11.638,[239],15.974,[5],13.879,248
physics,1785848,0.02858s,[245],0.18418s,2.3236s,[191],1313.879,[179],1340.749,[79],1326.293,248
intp,9228080,0.00001s,[15],0.00018s,0.00879s,[33],3.533,[241],8.214,[124],6.762,248
nh_diagnostics,6250840,0.00000s,[0],0.00123s,0.03181s,[168],27.308,[5],35.209,[162],31.042,248
diagnose_pres_temp,744744,0.00000s,[0],0.00101s,0.03521s,[171],1.867,[244],3.581,[132],3.039,248
model_init,744,1.0617s,[0],3.7814s,8.8030s,[108],11.326,[82],11.366,[41],11.344,248
upper_atmosphere,992,0.00000s,[3],0.00109s,0.00937s,[81],0.001,[44],0.010,[66],0.004,248
write_restart,496,0.00001s,[31],0.00647s,0.02499s,[55],0.000,[74],0.027,[225],0.013,248
