name,# calls,t_min,min rank,t_avg,t_max,max rank,total min (s),total min rank,total max (s),total max rank,total avg (s),# PEs
total,248,10m49s,[209],10m49s,10m49s,[9],649.343,[209],649.348,[9],649.345,248
exch_data,57788960,0.00000s,[40],0.00050s,0.19782s,[191],89.033,[12],265.824,[247],116.858,248
global_sum,1788080,0.00000s,[7],0.00002s,0.04758s,[56],0.063,[7],0.437,[0],0.121,248
ordglb_sum,1821064,0.00001s,[100],0.00659s,0.19205s,[112],4.651,[70],69.351,[179],48.387,248
wrt_output,496,0.63533s,[91],0.67920s,0.72113s,[213],1.352,[21],1.367,[94],1.358,248
physics,1785848,0.00741s,[240],0.04639s,0.26891s,[208],332.388,[0],335.470,[242],334.067,248
intp,8935688,0.00000s,[96],0.00004s,0.00671s,[240],0.814,[245],1.741,[62],1.335,248
nh_diagnostics,5363744,0.00000s,[0],0.00005s,0.01138s,[56],0.978,[95],1.337,[197],1.189,248
diagnose_pres_temp,452352,0.00000s,[0],0.00005s,0.00787s,[195],0.021,[240],0.133,[63],0.099,248
model_init,744,0.20489s,[4],1.1786s,2.0310s,[9],3.515,[4],3.573,[56],3.536,248
upper_atmosphere,992,0.00000s,[156],0.00130s,0.00753s,[185],0.002,[87],0.009,[185],0.005,248
write_restart,5456,0.01207s,[133],0.06314s,0.81614s,[230],1.239,[192],1.507,[191],1.389,248
