name,# calls,t_min,min rank,t_avg,t_max,max rank,total min (s),total min rank,total max (s),total max rank,total avg (s),# PEs
total,126,01h34m,[82],01h34m,01h34m,[107],5669.773,[82],5669.785,[107],5669.778,126
exch_data,29360520,0.00001s,[10],0.00328s,0.80708s,[105],472.374,[76],2326.920,[122],764.130,126
global_sum,908460,0.00000s,[1],0.00014s,0.12572s,[0],0.876,[39],1.370,[0],1.024,126
ordglb_sum,925218,0.00000s,[10],0.03170s,0.75824s,[54],26.834,[78],340.346,[100],232.802,126
wrt_output,252,1.7091s,[104],1.8237s,1.9341s,[53],3.639,[0],3.658,[55],3.647,126
physics,907326,0.06156s,[16],0.33124s,1.2454s,[57],2374.038,[0],2432.661,[122],2385.290,126
intp,4539906,0.00002s,[100],0.00039s,0.01281s,[16],6.605,[115],17.098,[82],13.934,126
nh_diagnostics,2725128,0.00000s,[0],0.00041s,0.03242s,[122],7.867,[123],9.343,[27],8.951,126
diagnose_pres_temp,229824,0.00000s,[0],0.00018s,0.00936s,[6],0.093,[122],0.493,[62],0.334,126
model_init,378,0.39725s,[107],2.2312s,3.2919s,[11],6.658,[50],6.758,[17],6.694,126
upper_atmosphere,504,0.00000s,[59],0.00053s,0.00433s,[123],0.001,[67],0.005,[123],0.002,126
write_restart,2772,0.04385s,[17],0.19315s,3.1069s,[72],4.185,[108],4.320,[91],4.249,126
