name,# calls,t_min,min rank,t_avg,t_max,max rank,total min (s),total min rank,total max (s),total max rank,total avg (s),# PEs
total,255,29m30s,[78],29m30s,29m30s,[176],1770.197,[78],1770.201,[176],1770.198,255
exch_data,59420100,0.00000s,[60],0.00047s,0.71604s,[214],84.967,[19],167.334,[159],108.683,255
global_sum,1838550,0.00000s,[41],0.00001s,0.02193s,[130],0.022,[89],0.224,[0],0.048,255
ordglb_sum,1872465,0.00001s,[124],0.00690s,0.72721s,[147],4.045,[254],71.241,[196],50.677,255
wrt_output,918255,0.00388s,[253],0.31470s,10.6296s,[41],1132.353,[249],1133.613,[139],1133.245,255
physics,1836255,0.00756s,[130],0.04487s,0.79575s,[85],320.658,[0],324.506,[181],323.107,255
intp,10100550,0.00000s,[250],0.00004s,0.00989s,[130],1.212,[192],1.876,[31],1.537,255
nh_diagnostics,8263275,0.00000s,[0],0.00048s,0.23158s,[248],15.035,[145],16.370,[253],15.497,255
diagnose_pres_temp,1377765,0.00000s,[0],0.00023s,0.00564s,[240],1.120,[150],1.561,[249],1.243,255
model_init,765,0.35118s,[41],1.4208s,3.2485s,[85],4.249,[118],4.282,[26],4.263,255
upper_atmosphere,1020,0.00000s,[146],0.00120s,0.00758s,[178],0.001,[59],0.009,[215],0.005,255
write_restart,510,0.00000s,[19],0.00272s,0.00950s,[97],0.000,[0],0.012,[161],0.005,255
