name,# calls,t_min,min rank,t_avg,t_max,max rank,total min (s),total min rank,total max (s),total max rank,total avg (s),# PEs
total,512,19m36s,[288],19m36s,19m37s,[0],1176.483,[288],1177.253,[0],1176.487,512
exch_data,119306240,0.00000s,[44],0.00400s,2.4179s,[1],42.738,[334],972.615,[339],933.003,512
global_sum,3691520,0.00000s,[55],0.00001s,0.03446s,[354],0.026,[35],0.386,[0],0.058,512
ordglb_sum,3759616,0.00001s,[11],0.00468s,0.72574s,[204],5.827,[145],42.898,[183],34.387,512
wrt_output,1024,1.5365s,[354],1.6869s,1.8334s,[392],3.368,[354],3.382,[432],3.374,512
physics,3686912,0.00366s,[496],0.02379s,0.76980s,[389],168.750,[0],172.227,[101],171.338,512
intp,19052032,0.00000s,[0],0.00001s,0.00640s,[256],0.419,[497],0.580,[446],0.483,512
nh_diagnostics,11677696,0.00000s,[0],0.00004s,0.14945s,[132],0.746,[339],1.326,[4],0.940,512
diagnose_pres_temp,1538048,0.00000s,[0],0.00007s,0.00494s,[155],0.175,[342],0.245,[257],0.197,512
model_init,1536,0.28849s,[318],1.6861s,2.6637s,[422],5.031,[403],5.089,[501],5.058,512
upper_atmosphere,2048,0.00000s,[26],0.00111s,0.00771s,[306],0.001,[215],0.009,[354],0.004,512
write_restart,615424,0.00221s,[496],0.00745s,2.4272s,[0],5.134,[257],897.726,[0],8.955,512
