name,# calls,t_min,min rank,t_avg,t_max,max rank,total min (s),total min rank,total max (s),total max rank,total avg (s),# PEs
total,255,55m31s,[197],55m31s,55m31s,[80],3331.436,[197],3331.466,[80],3331.449,255
exch_data,59420100,0.00000s,[31],0.00203s,1.1115s,[126],287.864,[58],793.039,[85],472.359,255
global_sum,1838550,0.00000s,[3],0.00008s,0.38311s,[253],0.232,[1],1.708,[0],0.588,255
ordglb_sum,1872465,0.00001s,[82],0.03122s,1.2236s,[203],13.849,[253],348.392,[150],229.221,255
wrt_output,306255,0.00444s,[235],0.26046s,7.8908s,[197],311.752,[238],314.103,[5],312.817,255
physics,1836255,0.02875s,[195],0.18198s,1.4707s,[209],1295.614,[253],1322.690,[127],1310.468,255
intp,9488550,0.00001s,[0],0.00018s,0.01211s,[160],4.771,[21],8.489,[117],6.591,255
nh_diagnostics,6427275,0.00000s,[0],0.00117s,0.15555s,[252],27.204,[5],31.659,[252],29.570,255
diagnose_pres_temp,765765,0.00000s,[0],0.00109s,0.01683s,[121],3.099,[133],3.474,[124],3.274,255
model_init,765,0.90728s,[176],1.7278s,3.1716s,[143],5.171,[60],5.210,[20],5.183,255
upper_atmosphere,1020,0.00000s,[1],0.00121s,0.00730s,[192],0.001,[132],0.009,[152],0.005,255
write_restart,510,0.00001s,[219],0.00633s,0.02531s,[251],0.000,[73],0.027,[126],0.013,255
