name,# calls,t_min,min rank,t_avg,t_max,max rank,total min (s),total min rank,total max (s),total max rank,total avg (s),# PEs
wrt_output,1217,0.00000s,[0],0.38081s,0.94981s,[9],28.199,[0],29.815,[13],28.966,16
model_init,16,0.00003s,[2],0.00031s,0.00052s,[11],0.000,[2],0.001,[11],0.000,16
