name,# calls,t_min,min rank,t_avg,t_max,max rank,total min (s),total min rank,total max (s),total max rank,total avg (s),# PEs
total,240,12m41s,[69],12m41s,12m41s,[201],761.704,[69],761.738,[201],761.726,240
exch_data,55924800,0.00000s,[58],0.00070s,0.37236s,[201],103.448,[112],241.605,[157],163.321,240
global_sum,1730400,0.00000s,[7],0.00005s,0.03546s,[60],0.091,[1],0.964,[0],0.386,240
ordglb_sum,1762320,0.00001s,[201],0.00754s,0.28615s,[11],9.022,[119],107.058,[11],55.335,240
wrt_output,288240,0.00105s,[8],0.00639s,0.03588s,[28],5.511,[120],9.342,[70],7.677,240
physics,1728240,0.00791s,[160],0.05425s,0.46618s,[216],385.586,[47],394.301,[210],390.679,240
intp,8930400,0.00000s,[14],0.00004s,0.00562s,[228],1.252,[20],2.055,[158],1.640,240
nh_diagnostics,6049200,0.00000s,[0],0.00036s,0.02021s,[114],6.661,[70],12.213,[234],9.003,240
diagnose_pres_temp,720720,0.00000s,[0],0.00027s,0.00938s,[102],0.470,[148],1.277,[127],0.800,240
model_init,720,0.68772s,[43],1.5475s,2.0193s,[217],4.624,[152],4.667,[105],4.643,240
upper_atmosphere,960,0.00000s,[82],0.00111s,0.00830s,[153],0.002,[176],0.009,[153],0.004,240
write_restart,480,0.00000s,[69],0.00085s,0.00420s,[17],0.000,[205],0.005,[17],0.002,240
