name,# calls,t_min,min rank,t_avg,t_max,max rank,total min (s),total min rank,total max (s),total max rank,total avg (s),# PEs
total,252,48m07s,[28],48m07s,48m07s,[237],2887.170,[28],2887.183,[237],2887.178,252
exch_data,58721040,0.00000s,[1],0.00170s,0.49805s,[74],250.531,[40],1311.185,[251],397.133,252
global_sum,1816920,0.00000s,[67],0.00005s,0.02636s,[232],0.135,[1],1.015,[0],0.331,252
ordglb_sum,1850436,0.00001s,[217],0.02530s,0.42183s,[145],14.851,[71],263.799,[151],185.792,252
wrt_output,504,1.7578s,[244],1.8480s,1.9378s,[156],3.684,[239],3.709,[90],3.696,252
physics,1814652,0.02928s,[160],0.17127s,0.65627s,[63],1223.497,[0],1252.203,[248],1233.315,252
intp,9079812,0.00001s,[2],0.00018s,0.01195s,[160],3.154,[247],9.353,[24],6.611,252
nh_diagnostics,5450256,0.00000s,[0],0.00020s,0.01914s,[57],3.337,[249],4.716,[7],4.368,252
diagnose_pres_temp,459648,0.00000s,[0],0.00011s,0.00951s,[45],0.037,[248],0.328,[71],0.199,252
model_init,756,0.30503s,[1],1.8237s,2.7703s,[146],5.444,[41],5.495,[51],5.471,252
upper_atmosphere,1008,0.00000s,[17],0.00082s,0.00614s,[119],0.001,[157],0.007,[119],0.003,252
write_restart,5544,0.02476s,[195],0.50478s,10.3182s,[188],11.012,[64],11.219,[249],11.105,252
