name,# calls,t_min,min rank,t_avg,t_max,max rank,total min (s),total min rank,total max (s),total max rank,total avg (s),# PEs
total,127,01h35m,[7],01h35m,01h35m,[121],5743.549,[7],5743.561,[121],5743.554,127
exch_data,29593540,0.00000s,[12],0.00341s,0.79120s,[8],430.420,[12],2150.129,[123],794.252,127
global_sum,915670,0.00000s,[61],0.00011s,0.05785s,[0],0.643,[123],1.168,[0],0.779,127
ordglb_sum,932561,0.00000s,[1],0.03185s,0.78750s,[51],17.946,[0],341.388,[115],233.876,127
wrt_output,254,1.6444s,[80],1.7481s,1.8469s,[61],3.488,[106],3.506,[57],3.496,127
physics,914527,0.05957s,[80],0.32977s,1.2662s,[29],2354.072,[0],2416.152,[123],2374.639,127
intp,4575937,0.00002s,[5],0.00040s,0.01625s,[80],7.101,[120],19.971,[119],14.238,127
nh_diagnostics,2746756,0.00000s,[0],0.00041s,0.03326s,[85],8.181,[124],9.416,[1],8.930,127
diagnose_pres_temp,231648,0.00000s,[0],0.00014s,0.00880s,[11],0.099,[120],0.383,[62],0.250,127
model_init,381,0.39111s,[75],2.2133s,3.2105s,[113],6.593,[1],6.697,[0],6.640,127
upper_atmosphere,508,0.00000s,[35],0.00051s,0.00420s,[96],0.001,[17],0.005,[96],0.002,127
write_restart,2794,0.04362s,[68],0.18999s,3.0311s,[20],4.122,[8],4.266,[73],4.180,127
