name,# calls,t_min,min rank,t_avg,t_max,max rank,total min (s),total min rank,total max (s),total max rank,total avg (s),# PEs
total,124,01h37m,[98],01h37m,01h37m,[13],5877.515,[98],5877.526,[13],5877.520,124
exch_data,28894480,0.00001s,[2],0.00335s,0.80659s,[123],508.390,[109],2543.074,[122],779.988,124
global_sum,894040,0.00000s,[27],0.00012s,0.02163s,[3],0.661,[121],1.258,[0],0.876,124
ordglb_sum,910532,0.00000s,[8],0.03237s,0.79651s,[93],22.774,[77],358.052,[93],237.684,124
wrt_output,248,1.7897s,[60],1.9088s,2.0250s,[122],3.809,[60],3.828,[31],3.818,124
physics,892924,0.06260s,[90],0.33808s,1.2277s,[36],2422.430,[0],2486.348,[120],2434.518,124
intp,4467844,0.00002s,[15],0.00040s,0.01364s,[112],6.923,[115],17.239,[31],14.322,124
nh_diagnostics,2681872,0.00000s,[0],0.00042s,0.03288s,[8],6.917,[121],9.768,[4],9.178,124
diagnose_pres_temp,226176,0.00000s,[0],0.00018s,0.00605s,[54],0.072,[121],0.504,[78],0.332,124
model_init,372,0.38273s,[11],2.2343s,3.3916s,[86],6.672,[60],6.738,[0],6.703,124
upper_atmosphere,496,0.00000s,[4],0.00052s,0.00456s,[74],0.001,[81],0.005,[5],0.002,124
write_restart,2728,0.04502s,[84],0.19417s,3.0967s,[21],4.203,[80],4.389,[97],4.272,124
