name,# calls,t_min,min rank,t_avg,t_max,max rank,total min (s),total min rank,total max (s),total max rank,total avg (s),# PEs
model_init,4,0.00019s,[3],0.00027s,0.00044s,[2],0.000,[3],0.000,[2],0.000,4
write_restart,84,3.0572s,[3],4.5930s,4.9139s,[0],96.442,[2],96.464,[0],96.453,4
write_restart_communication,3528,0.00000s,[0],6.5719s,04m51s,[1],5791.071,[1],5812.603,[0],5796.459,4
