# dedicated PEs,Get MB/s avg,Write MB/s avg
0r,0,0
1r,4455.1847,693.9109000000001
2r,4465.6854,661.8001000000002
4r,4800.4863000000005,744.36105
8r,5377.88025,829.5450000000001
