name,# calls,t_min,min rank,t_avg,t_max,max rank,total min (s),total min rank,total max (s),total max rank,total avg (s),# PEs
wrt_output,1203,0.00000s,[0],0.72390s,8.5027s,[0],420.610,[0],450.240,[1],435.425,2
model_init,2,0.00048s,[0],0.00055s,0.00062s,[1],0.000,[0],0.001,[1],0.001,2
