name,# calls,t_min,min rank,t_avg,t_max,max rank,total min (s),total min rank,total max (s),total max rank,total avg (s),# PEs
model_init,2,0.00014s,[1],0.00025s,0.00036s,[0],0.000,[1],0.000,[0],0.000,2
write_restart,44,0.03397s,[0],4.6191s,9.8314s,[0],97.806,[1],105.435,[0],101.621,2
write_restart_wait,162,0.00000s,[1],3.3031s,50.8061s,[1],266.272,[0],268.837,[1],267.555,2
