name,# calls,t_min,min rank,t_avg,t_max,max rank,total min (s),total min rank,total max (s),total max rank,total avg (s),# PEs
total,504,06m06s,[404],06m06s,06m06s,[498],366.039,[404],366.042,[498],366.040,504
exch_data,117442080,0.00000s,[22],0.00021s,0.50133s,[463],33.673,[304],88.473,[501],49.052,504
global_sum,3633840,0.00000s,[83],0.00001s,0.05305s,[58],0.020,[23],0.461,[0],0.055,504
ordglb_sum,3700872,0.00001s,[16],0.00456s,0.50647s,[51],5.180,[251],41.774,[191],33.474,504
wrt_output,605304,0.00051s,[2],0.06912s,7.9607s,[294],82.800,[126],83.107,[476],83.007,504
physics,3629304,0.00380s,[405],0.02416s,0.51486s,[386],172.261,[0],174.881,[466],173.969,504
intp,18763920,0.00000s,[4],0.00001s,0.00899s,[405],0.410,[497],0.610,[487],0.481,504
nh_diagnostics,12713400,0.00000s,[0],0.00011s,0.04024s,[113],2.694,[214],3.111,[113],2.841,504
diagnose_pres_temp,1523592,0.00000s,[0],0.00006s,0.00589s,[362],0.173,[478],0.248,[126],0.189,504
model_init,1512,0.56855s,[502],1.2415s,2.2012s,[23],3.704,[147],3.752,[288],3.724,504
upper_atmosphere,2016,0.00000s,[269],0.00128s,0.00880s,[211],0.001,[82],0.011,[3],0.005,504
write_restart,11088,0.00239s,[2],0.05854s,1.0015s,[450],1.260,[104],1.301,[167],1.288,504
