name,# calls,t_min,min rank,t_avg,t_max,max rank,total min (s),total min rank,total max (s),total max rank,total avg (s),# PEs
wrt_output,1233,0.00001s,[0],0.36076s,1.9018s,[12],13.266,[24],15.278,[12],13.900,32
model_init,32,0.00013s,[3],0.00035s,0.00081s,[29],0.000,[3],0.001,[29],0.000,32
