name,# calls,t_min,min rank,t_avg,t_max,max rank,total min (s),total min rank,total max (s),total max rank,total avg (s),# PEs
total,224,13m17s,[159],13m17s,13m17s,[215],797.964,[159],797.997,[215],797.977,224
exch_data,52196480,0.00000s,[92],0.00070s,1.6388s,[119],114.062,[184],237.500,[147],162.091,224
global_sum,1615040,0.00000s,[5],0.00004s,0.03465s,[48],0.083,[1],0.851,[0],0.307,224
ordglb_sum,1644832,0.00001s,[109],0.00784s,1.9185s,[116],12.111,[222],107.289,[79],57.536,224
wrt_output,269024,0.00115s,[187],0.00524s,0.03955s,[37],4.801,[161],7.376,[217],6.294,224
physics,1613024,0.00819s,[6],0.05550s,2.0033s,[184],396.067,[33],402.299,[128],399.625,224
intp,8335040,0.00000s,[12],0.00004s,0.01899s,[45],1.309,[20],1.987,[8],1.630,224
nh_diagnostics,5645920,0.00000s,[0],0.00035s,0.01450s,[13],7.153,[220],11.012,[188],8.742,224
diagnose_pres_temp,672672,0.00000s,[0],0.00023s,0.00649s,[1],0.518,[83],0.962,[162],0.678,224
model_init,672,0.70863s,[42],1.9361s,3.1833s,[119],5.787,[205],5.833,[173],5.808,224
upper_atmosphere,896,0.00000s,[36],0.00122s,0.00897s,[30],0.002,[7],0.010,[30],0.005,224
write_restart,448,0.00000s,[105],0.00087s,0.00483s,[159],0.000,[11],0.005,[159],0.002,224
