# dedicated PEs,Get MB/s avg,Write MB/s avg
0io,0,0
1io,926.3610982514559,472.11296502914195
2io,1257.1120624479602,376.981543713572
4io,1265.8383197335545,282.39994338051645
8io,696.1585653621987,233.05160366361372
16io,1314.6475462114915,420.44549042464627
32io,909.4300524562865,376.1252914238135
