name,# calls,t_min,min rank,t_avg,t_max,max rank,total min (s),total min rank,total max (s),total max rank,total avg (s),# PEs
total,120,25m19s,[87],25m19s,25m19s,[19],1519.331,[87],1519.334,[19],1519.332,120
exch_data,27962400,0.00000s,[3],0.00095s,0.44095s,[119],151.749,[12],551.815,[119],222.005,120
global_sum,865200,0.00000s,[1],0.00001s,0.01884s,[0],0.075,[65],0.242,[0],0.108,120
ordglb_sum,881160,0.00000s,[16],0.00833s,0.42289s,[22],6.197,[75],90.028,[95],61.198,120
wrt_output,432120,0.00231s,[41],0.00817s,4.4345s,[116],28.893,[111],32.690,[116],29.409,120
physics,864120,0.01522s,[2],0.08966s,0.62170s,[108],642.219,[0],648.792,[115],645.619,120
intp,4753200,0.00001s,[4],0.00008s,0.01088s,[2],2.057,[118],4.096,[75],3.276,120
nh_diagnostics,3888600,0.00000s,[0],0.00113s,0.05595s,[77],32.316,[115],37.137,[2],36.494,120
diagnose_pres_temp,648360,0.00000s,[0],0.00090s,0.01032s,[2],3.116,[116],5.230,[109],4.857,120
model_init,360,0.76587s,[0],1.0938s,1.7010s,[15],3.269,[49],3.302,[0],3.281,120
upper_atmosphere,480,0.00000s,[16],0.00083s,0.00576s,[78],0.002,[92],0.007,[42],0.003,120
write_restart,240,0.00000s,[68],0.00129s,0.00459s,[12],0.000,[71],0.006,[104],0.003,120
