name,# calls,t_min,min rank,t_avg,t_max,max rank,total min (s),total min rank,total max (s),total max rank,total avg (s),# PEs
total,252,12m18s,[25],12m18s,12m18s,[130],738.502,[25],738.507,[130],738.505,252
exch_data,58721040,0.00000s,[23],0.00054s,0.78547s,[158],76.397,[102],221.425,[251],125.906,252
global_sum,1816920,0.00000s,[7],0.00001s,0.02161s,[0],0.018,[217],0.378,[0],0.099,252
ordglb_sum,1850436,0.00001s,[29],0.00747s,0.54636s,[12],5.660,[243],91.021,[145],54.841,252
wrt_output,504,0.65414s,[88],0.66661s,0.67581s,[122],1.328,[88],1.342,[249],1.333,252
physics,1814652,0.00731s,[17],0.04762s,0.61679s,[92],341.303,[236],344.371,[26],342.944,252
intp,9377172,0.00000s,[20],0.00004s,0.00719s,[17],1.111,[248],1.770,[165],1.414,252
nh_diagnostics,5747616,0.00000s,[0],0.00009s,0.02640s,[37],1.604,[31],2.660,[48],2.126,252
diagnose_pres_temp,757008,0.00000s,[0],0.00015s,0.00681s,[164],0.384,[86],0.503,[109],0.438,252
model_init,756,0.20223s,[129],1.1593s,1.9714s,[52],3.460,[2],3.500,[179],3.478,252
upper_atmosphere,1008,0.00000s,[21],0.00108s,0.00776s,[19],0.001,[95],0.008,[19],0.004,252
write_restart,302904,0.00476s,[62],0.06645s,2.3976s,[163],78.659,[62],80.748,[152],79.870,252
