name,# calls,t_min,min rank,t_avg,t_max,max rank,total min (s),total min rank,total max (s),total max rank,total avg (s),# PEs
total,120,01h41m,[64],01h41m,01h41m,[29],6086.843,[64],6086.854,[29],6086.848,120
exch_data,27962400,0.00000s,[84],0.00360s,1.1107s,[115],485.697,[110],2481.117,[118],838.689,120
global_sum,865200,0.00000s,[13],0.00011s,0.01354s,[5],0.677,[71],1.200,[0],0.812,120
ordglb_sum,881160,0.00000s,[41],0.03170s,0.81312s,[72],16.642,[118],360.563,[74],232.761,120
wrt_output,240,1.7739s,[99],1.8081s,1.8383s,[43],3.607,[25],3.625,[69],3.616,120
physics,864120,0.06453s,[64],0.34888s,1.2418s,[69],2501.804,[0],2547.268,[119],2512.268,120
intp,4323720,0.00003s,[44],0.00041s,0.01708s,[64],8.161,[118],19.643,[89],14.648,120
nh_diagnostics,2595360,0.00000s,[0],0.00043s,0.03467s,[1],7.043,[113],9.986,[110],9.375,120
diagnose_pres_temp,218880,0.00000s,[0],0.00016s,0.00668s,[88],0.070,[112],0.431,[59],0.286,120
model_init,360,0.37858s,[28],2.2358s,3.3804s,[83],6.665,[11],6.741,[0],6.707,120
upper_atmosphere,480,0.00000s,[46],0.00041s,0.00313s,[7],0.001,[115],0.003,[7],0.002,120
write_restart,2640,0.04509s,[47],0.19159s,3.0317s,[18],4.165,[60],4.302,[113],4.215,120
