name,# calls,t_min,min rank,t_avg,t_max,max rank,total min (s),total min rank,total max (s),total max rank,total avg (s),# PEs
total,256,01h56m,[223],01h56m,01h56m,[0],6961.218,[223],6961.279,[0],6961.225,256
exch_data,59653120,0.00000s,[21],0.00093s,1.0271s,[169],140.259,[0],310.793,[169],215.568,256
global_sum,1845760,0.00000s,[35],0.00015s,0.02645s,[53],0.647,[101],1.822,[0],1.098,256
ordglb_sum,1879808,0.00001s,[198],0.00930s,0.80584s,[115],12.945,[72],139.173,[228],68.273,256
wrt_output,512,0.73297s,[132],0.92155s,1.1122s,[107],1.826,[215],1.862,[46],1.843,256
physics,1843456,0.00717s,[35],0.06163s,0.97948s,[232],435.378,[84],454.070,[119],443.770,256
intp,9526016,0.00000s,[193],0.00004s,0.00107s,[129],1.059,[22],1.607,[72],1.303,256
nh_diagnostics,5838848,0.00000s,[0],0.00034s,0.08045s,[2],4.426,[170],11.592,[136],7.697,256
diagnose_pres_temp,769024,0.00000s,[0],0.00056s,0.00881s,[80],0.932,[182],2.323,[8],1.680,256
model_init,768,0.23534s,[2],1.2883s,2.2284s,[251],3.851,[131],3.881,[55],3.865,256
upper_atmosphere,1024,0.00000s,[8],0.00141s,0.01008s,[101],0.002,[134],0.011,[117],0.006,256
write_restart,307712,0.00000s,[34],5.0738s,16.6548s,[0],6095.183,[205],6158.016,[0],6098.737,256
