name,# calls,t_min,min rank,t_avg,t_max,max rank,total min (s),total min rank,total max (s),total max rank,total avg (s),# PEs
total,252,50m15s,[19],50m15s,50m15s,[65],3015.446,[19],3015.477,[65],3015.465,252
exch_data,58721040,0.00000s,[1],0.00212s,0.65828s,[71],299.024,[40],1189.001,[251],493.789,252
global_sum,1816920,0.00000s,[219],0.00011s,0.03306s,[6],0.212,[3],2.028,[0],0.826,252
ordglb_sum,1850436,0.00001s,[79],0.02734s,0.66850s,[75],28.101,[124],327.118,[148],200.745,252
wrt_output,302652,0.00453s,[128],0.01308s,0.78162s,[14],13.497,[188],18.011,[249],15.713,252
physics,1814652,0.02956s,[128],0.17957s,0.89944s,[64],1285.452,[5],1305.442,[248],1293.097,252
intp,9376920,0.00001s,[5],0.00018s,0.01216s,[128],4.268,[248],8.280,[63],6.658,252
nh_diagnostics,6351660,0.00000s,[0],0.00120s,0.04265s,[110],27.109,[5],34.285,[166],30.346,252
diagnose_pres_temp,756756,0.00000s,[0],0.00102s,0.05973s,[238],1.965,[249],3.600,[134],3.070,252
model_init,756,1.0773s,[246],1.8306s,3.2823s,[239],5.471,[132],5.514,[32],5.492,252
upper_atmosphere,1008,0.00000s,[5],0.00099s,0.00744s,[15],0.001,[2],0.008,[146],0.004,252
write_restart,504,0.00000s,[192],0.00476s,0.01743s,[231],0.000,[9],0.020,[176],0.010,252
