name,# calls,t_min,min rank,t_avg,t_max,max rank,total min (s),total min rank,total max (s),total max rank,total avg (s),# PEs
total,128,01h36m,[63],01h36m,01h36m,[0],5787.946,[63],5788.129,[0],5787.953,128
exch_data,29826560,0.00000s,[68],0.00268s,0.72289s,[72],458.894,[13],898.703,[37],624.504,128
global_sum,922880,0.00000s,[1],0.00007s,0.04790s,[24],0.214,[1],0.675,[0],0.482,128
ordglb_sum,939904,0.00001s,[95],0.03092s,0.96999s,[123],22.328,[126],333.308,[100],227.073,128
wrt_output,256,1.6421s,[118],2.4699s,3.3037s,[34],4.929,[72],4.950,[34],4.940,128
physics,921728,0.06017s,[72],0.32419s,1.1662s,[27],2324.796,[60],2346.824,[68],2334.501,128
intp,4611968,0.00002s,[19],0.00040s,0.00980s,[73],10.292,[101],17.142,[127],14.261,128
nh_diagnostics,2768384,0.00000s,[0],0.00038s,0.03347s,[95],7.477,[3],8.474,[32],8.130,128
diagnose_pres_temp,233472,0.00000s,[0],0.00014s,0.00844s,[73],0.154,[117],0.364,[58],0.261,128
model_init,384,0.37448s,[84],2.6068s,4.8778s,[2],7.807,[100],7.835,[4],7.820,128
upper_atmosphere,512,0.00000s,[0],0.00054s,0.00400s,[67],0.001,[33],0.005,[5],0.002,128
write_restart,2816,0.00000s,[10],5.9473s,7.8726s,[0],130.751,[72],131.736,[0],130.840,128
