name,# calls,t_min,min rank,t_avg,t_max,max rank,total min (s),total min rank,total max (s),total max rank,total avg (s),# PEs
total,254,17m30s,[56],17m30s,17m30s,[128],1050.339,[56],1050.345,[128],1050.342,254
exch_data,59187080,0.00000s,[52],0.00051s,1.2561s,[236],84.115,[40],184.221,[71],118.640,254
global_sum,1831340,0.00000s,[7],0.00001s,0.02354s,[14],0.018,[67],0.327,[0],0.090,254
ordglb_sum,1865122,0.00001s,[5],0.00798s,1.2567s,[99],4.257,[252],88.409,[152],58.598,254
wrt_output,508,0.64650s,[84],0.72182s,0.79315s,[48],1.438,[84],1.452,[191],1.444,254
physics,1829054,0.00737s,[17],0.04731s,1.4637s,[62],338.709,[253],341.989,[26],340.665,254
intp,9451594,0.00000s,[137],0.00004s,0.00727s,[240],1.129,[75],1.700,[9],1.405,254
nh_diagnostics,5793232,0.00000s,[0],0.00009s,0.18875s,[253],1.583,[31],2.840,[252],2.134,254
diagnose_pres_temp,763016,0.00000s,[0],0.00015s,0.02968s,[102],0.380,[17],0.527,[250],0.440,254
model_init,762,0.21005s,[64],1.2520s,2.2443s,[122],3.736,[64],3.784,[157],3.756,254
upper_atmosphere,1016,0.00000s,[144],0.00110s,0.00909s,[21],0.001,[159],0.010,[164],0.004,254
write_restart,305308,0.00631s,[55],0.33447s,0.97659s,[161],401.310,[62],402.761,[199],402.035,254
