name,# calls,t_min,min rank,t_avg,t_max,max rank,total min (s),total min rank,total max (s),total max rank,total avg (s),# PEs
total,128,30m17s,[2],30m17s,30m17s,[0],1817.597,[2],1817.604,[0],1817.599,128
exch_data,29826560,0.00000s,[63],0.00086s,0.23252s,[36],148.299,[78],279.884,[33],199.495,128
global_sum,922880,0.00000s,[1],0.00007s,0.42335s,[26],0.166,[0],0.543,[64],0.485,128
ordglb_sum,939904,0.00001s,[15],0.00814s,0.21842s,[54],4.400,[64],87.301,[50],59.803,128
wrt_output,153728,0.28453s,[56],0.37990s,10.0172s,[88],456.135,[13],458.470,[0],456.260,128
physics,921728,0.01438s,[64],0.08367s,0.58990s,[102],600.540,[78],604.932,[57],602.509,128
intp,4762880,0.00001s,[0],0.00008s,0.00330s,[64],2.263,[86],3.361,[36],2.832,128
nh_diagnostics,3226240,0.00000s,[0],0.00050s,0.02957s,[40],12.413,[114],12.769,[5],12.592,128
diagnose_pres_temp,384384,0.00000s,[0],0.00050s,0.00459s,[104],1.411,[118],1.568,[117],1.497,128
model_init,384,0.22781s,[4],1.1823s,1.7559s,[26],3.535,[58],3.569,[39],3.547,128
upper_atmosphere,512,0.00000s,[6],0.00143s,0.00722s,[30],0.002,[46],0.011,[115],0.006,128
write_restart,256,0.00000s,[45],0.00091s,0.00333s,[106],0.001,[52],0.004,[43],0.002,128
