name,# calls,t_min,min rank,t_avg,t_max,max rank,total min (s),total min rank,total max (s),total max rank,total avg (s),# PEs
total,508,27m45s,[329],27m45s,27m45s,[485],1665.417,[329],1665.422,[485],1665.419,508
exch_data,118374160,0.00000s,[158],0.00021s,0.53325s,[473],34.396,[96],101.929,[506],49.733,508
global_sum,3662680,0.00000s,[139],0.00001s,0.04358s,[302],0.025,[31],0.451,[0],0.059,508
ordglb_sum,3730244,0.00001s,[140],0.00472s,0.55510s,[162],5.619,[253],43.749,[87],34.646,508
wrt_output,1016,1.5416s,[388],1.6431s,1.7394s,[244],3.280,[388],3.295,[499],3.286,508
physics,3658108,0.00378s,[466],0.02443s,0.64078s,[167],174.202,[0],176.888,[190],175.949,508
intp,18903188,0.00000s,[2],0.00001s,0.00568s,[352],0.379,[504],0.574,[272],0.481,508
nh_diagnostics,11586464,0.00000s,[0],0.00004s,0.03691s,[110],0.746,[423],1.217,[121],0.889,508
diagnose_pres_temp,1526032,0.00000s,[0],0.00006s,0.00503s,[245],0.171,[319],0.248,[237],0.192,508
model_init,1524,0.26932s,[384],1.5392s,2.2067s,[137],4.593,[22],4.646,[53],4.618,508
upper_atmosphere,2032,0.00000s,[26],0.00124s,0.00957s,[86],0.002,[385],0.010,[86],0.005,508
write_restart,610616,0.00243s,[0],1.1488s,2.4520s,[505],1380.486,[127],1380.974,[423],1380.825,508
