name,# calls,t_min,min rank,t_avg,t_max,max rank,total min (s),total min rank,total max (s),total max rank,total avg (s),# PEs
total,96,02h07m,[81],02h07m,02h07m,[0],7647.235,[81],7647.238,[0],7647.237,96
exch_data,22369920,0.00001s,[44],0.00385s,0.96194s,[80],553.320,[8],1161.145,[65],896.479,96
global_sum,692160,0.00000s,[7],0.00002s,0.02462s,[0],0.095,[23],0.282,[0],0.130,96
ordglb_sum,704928,0.00000s,[68],0.02524s,0.99329s,[56],14.928,[64],470.327,[8],185.309,96
wrt_output,115296,0.01269s,[93],0.01380s,0.02687s,[0],16.081,[89],16.957,[67],16.572,96
physics,691296,0.08927s,[95],0.42794s,1.7537s,[21],3073.954,[91],3089.976,[51],3081.601,96
intp,3572160,0.00003s,[17],0.00056s,0.00220s,[55],15.180,[67],25.789,[0],20.806,96
nh_diagnostics,2419680,0.00000s,[0],0.00275s,0.05473s,[34],68.800,[40],69.884,[89],69.249,96
diagnose_pres_temp,288288,0.00000s,[1],0.00289s,0.00913s,[21],8.529,[20],8.854,[60],8.678,96
model_init,288,1.8257s,[0],2.5606s,3.2326s,[0],7.672,[33],7.707,[0],7.682,96
upper_atmosphere,384,0.00000s,[45],0.00032s,0.00197s,[17],0.001,[44],0.002,[17],0.001,96
write_restart,192,0.00000s,[25],0.00102s,0.00346s,[87],0.000,[9],0.005,[22],0.002,96
