name,# calls,t_min,min rank,t_avg,t_max,max rank,total min (s),total min rank,total max (s),total max rank,total avg (s),# PEs
total,511,27m32s,[253],27m32s,27m32s,[231],1652.526,[253],1652.531,[231],1652.528,511
exch_data,119073220,0.00000s,[29],0.00021s,0.27116s,[190],33.057,[318],80.639,[507],48.051,511
global_sum,3684310,0.00000s,[37],0.00001s,0.03413s,[99],0.021,[87],0.439,[0],0.046,511
ordglb_sum,3752273,0.00001s,[406],0.00476s,0.27766s,[17],4.426,[509],40.998,[459],34.933,511
wrt_output,1022,1.5365s,[75],1.6004s,1.6602s,[115],3.195,[75],3.211,[226],3.201,511
physics,3679711,0.00363s,[304],0.02373s,0.31417s,[2],169.029,[0],171.706,[355],170.914,511
intp,19014821,0.00000s,[5],0.00001s,0.00068s,[100],0.419,[422],0.560,[271],0.480,511
nh_diagnostics,11654888,0.00000s,[0],0.00003s,0.00998s,[422],0.725,[191],0.955,[307],0.791,511
diagnose_pres_temp,1535044,0.00000s,[0],0.00006s,0.00213s,[508],0.175,[457],0.212,[509],0.186,511
model_init,1533,0.26926s,[282],1.8898s,3.3009s,[29],5.644,[282],5.700,[0],5.670,511
upper_atmosphere,2044,0.00000s,[53],0.00112s,0.00811s,[489],0.002,[192],0.010,[489],0.004,511
write_restart,614222,0.00239s,[0],1.1439s,2.4270s,[293],1374.876,[509],1375.097,[5],1375.015,511
