name,# calls,t_min,min rank,t_avg,t_max,max rank,total min (s),total min rank,total max (s),total max rank,total avg (s),# PEs
total,124,01h39m,[11],01h39m,01h39m,[26],5972.194,[11],5972.197,[26],5972.195,124
exch_data,28894480,0.00000s,[3],0.00335s,2.7006s,[91],502.231,[12],2378.604,[122],780.055,124
global_sum,894040,0.00000s,[5],0.00005s,0.03318s,[40],0.298,[35],0.551,[0],0.358,124
ordglb_sum,910532,0.00000s,[38],0.03237s,2.7515s,[39],23.563,[122],353.070,[93],237.693,124
wrt_output,148924,0.00959s,[46],0.01120s,0.11870s,[0],12.801,[15],18.107,[122],13.455,124
physics,892924,0.05793s,[0],0.33947s,3.3509s,[31],2424.156,[29],2475.559,[120],2444.525,124
intp,4614040,0.00002s,[2],0.00040s,0.01543s,[64],8.687,[120],18.327,[77],14.922,124
nh_diagnostics,3125420,0.00000s,[0],0.00218s,0.15201s,[102],48.141,[122],55.988,[92],55.001,124
diagnose_pres_temp,372372,0.00000s,[0],0.00233s,0.05146s,[120],4.576,[120],7.301,[26],6.986,124
model_init,372,1.0904s,[11],1.6095s,2.1816s,[83],4.817,[109],4.849,[0],4.828,124
upper_atmosphere,496,0.00000s,[105],0.00062s,0.00420s,[121],0.001,[18],0.006,[121],0.002,124
write_restart,248,0.00003s,[21],0.00422s,0.00845s,[74],0.006,[98],0.012,[116],0.008,124
