name,# calls,t_min,min rank,t_avg,t_max,max rank,total min (s),total min rank,total max (s),total max rank,total avg (s),# PEs
total,256,51m47s,[247],51m47s,51m47s,[194],3107.189,[247],3107.195,[194],3107.192,256
exch_data,59653120,0.00000s,[84],0.00047s,0.89293s,[105],81.005,[152],169.366,[169],110.585,256
global_sum,1845760,0.00000s,[19],0.00001s,0.04603s,[225],0.029,[39],0.196,[0],0.064,256
ordglb_sum,1879808,0.00001s,[143],0.00655s,0.92131s,[113],4.984,[0],72.978,[228],48.123,256
wrt_output,921856,0.62385s,[5],0.68767s,8.8322s,[0],2475.807,[6],2480.235,[0],2476.306,256
physics,1843456,0.00713s,[51],0.04429s,0.98678s,[123],317.072,[0],320.038,[178],318.927,256
intp,10140160,0.00000s,[43],0.00004s,0.00266s,[51],1.225,[22],1.952,[72],1.536,256
nh_diagnostics,8295680,0.00000s,[0],0.00049s,0.38078s,[128],14.933,[100],16.571,[6],15.730,256
diagnose_pres_temp,1383168,0.00000s,[0],0.00023s,0.00726s,[10],1.108,[189],1.420,[234],1.221,256
model_init,768,0.23467s,[197],1.2223s,2.0271s,[167],3.653,[12],3.709,[103],3.667,256
upper_atmosphere,1024,0.00000s,[60],0.00136s,0.00832s,[14],0.002,[160],0.011,[130],0.005,256
write_restart,512,0.00000s,[50],0.00298s,0.01064s,[196],0.000,[180],0.012,[12],0.006,256
