name,# calls,t_min,min rank,t_avg,t_max,max rank,total min (s),total min rank,total max (s),total max rank,total avg (s),# PEs
total,127,23m02s,[45],23m02s,23m02s,[0],1382.746,[45],1382.757,[0],1382.751,127
exch_data,29593540,0.00000s,[54],0.00096s,0.22008s,[106],147.985,[12],499.121,[123],222.679,127
global_sum,915670,0.00000s,[1],0.00004s,0.01148s,[35],0.220,[39],0.493,[0],0.280,127
ordglb_sum,932561,0.00000s,[0],0.00829s,0.20366s,[95],4.836,[19],88.565,[101],60.852,127
wrt_output,254,0.42487s,[0],0.44164s,0.45329s,[68],0.872,[0],0.893,[39],0.883,127
physics,914527,0.01456s,[16],0.08600s,0.40215s,[126],613.546,[0],623.348,[122],619.317,127
intp,4575937,0.00001s,[3],0.00007s,0.00913s,[16],1.549,[114],3.713,[117],2.687,127
nh_diagnostics,2746756,0.00000s,[0],0.00011s,0.01435s,[96],2.222,[21],2.793,[1],2.438,127
diagnose_pres_temp,231648,0.00000s,[0],0.00010s,0.00687s,[117],0.064,[112],0.257,[7],0.190,127
model_init,381,0.21058s,[67],1.0815s,1.7766s,[95],3.225,[118],3.268,[95],3.245,127
upper_atmosphere,508,0.00000s,[3],0.00148s,0.01013s,[47],0.002,[85],0.011,[47],0.006,127
write_restart,2794,0.01696s,[12],0.05905s,0.77054s,[21],1.229,[64],1.393,[19],1.299,127
