name,# calls,t_min,min rank,t_avg,t_max,max rank,total min (s),total min rank,total max (s),total max rank,total avg (s),# PEs
model_init,2,0.00063s,[0],0.00068s,0.00072s,[1],0.001,[0],0.001,[1],0.001,2
write_restart,2402,0.96457s,[0],1.4274s,2.7721s,[1],1713.601,[1],1715.055,[0],1714.328,2
write_restart_communication,208804,0.00000s,[0],0.00235s,2.8905s,[0],40.166,[1],450.493,[0],245.329,2
