name,# calls,t_min,min rank,t_avg,t_max,max rank,total min (s),total min rank,total max (s),total max rank,total avg (s),# PEs
wrt_output,1209,0.00000s,[3],0.65007s,7.9437s,[5],87.406,[3],105.497,[6],98.242,8
model_init,8,0.00004s,[2],0.00028s,0.00054s,[5],0.000,[2],0.001,[5],0.000,8
