name,# calls,t_min,min rank,t_avg,t_max,max rank,total min (s),total min rank,total max (s),total max rank,total avg (s),# PEs
total,510,29m18s,[199],29m18s,29m18s,[282],1758.625,[199],1758.657,[282],1758.632,510
exch_data,118840200,0.00000s,[15],0.00112s,0.83895s,[429],160.109,[192],437.022,[237],261.192,510
global_sum,3677100,0.00000s,[1],0.00004s,0.05878s,[9],0.188,[21],1.629,[0],0.303,510
ordglb_sum,3744930,0.00002s,[131],0.02410s,0.84801s,[248],25.443,[508],214.664,[171],176.978,510
wrt_output,612510,0.00224s,[32],0.17941s,8.2637s,[91],214.261,[508],216.170,[388],215.469,510
physics,3672510,0.01327s,[36],0.09959s,0.98564s,[127],706.930,[506],724.211,[296],717.157,510
intp,18977100,0.00001s,[235],0.00008s,0.00748s,[352],1.992,[391],3.802,[336],2.911,510
nh_diagnostics,12854550,0.00000s,[0],0.00056s,0.23010s,[509],13.255,[388],16.338,[509],14.238,510
diagnose_pres_temp,1531530,0.00000s,[0],0.00050s,0.00865s,[509],1.378,[283],1.836,[508],1.515,510
model_init,1530,0.80411s,[480],1.6594s,3.1660s,[465],4.960,[404],5.033,[9],4.978,510
upper_atmosphere,2040,0.00000s,[91],0.00116s,0.00900s,[273],0.001,[180],0.010,[273],0.005,510
write_restart,1020,0.00000s,[119],0.00097s,0.00688s,[483],0.000,[189],0.010,[483],0.002,510
