name,# calls,t_min,min rank,t_avg,t_max,max rank,total min (s),total min rank,total max (s),total max rank,total avg (s),# PEs
total,504,27m01s,[313],27m01s,27m01s,[394],1621.582,[313],1621.612,[394],1621.593,504
exch_data,117442080,0.00000s,[114],0.00135s,0.67196s,[91],185.550,[120],629.342,[502],314.077,504
global_sum,3633840,0.00000s,[1],0.00008s,0.04945s,[480],0.174,[85],2.661,[0],0.545,504
ordglb_sum,3700872,0.00001s,[21],0.02391s,0.65156s,[165],29.634,[500],246.496,[191],175.556,504
wrt_output,605304,0.00228s,[168],0.01488s,1.6332s,[154],12.615,[356],19.914,[37],17.866,504
physics,3629304,0.01371s,[352],0.10395s,0.82554s,[58],732.034,[106],759.006,[255],748.576,504
intp,18753840,0.00001s,[1],0.00008s,0.00939s,[48],1.742,[497],3.719,[424],2.899,504
nh_diagnostics,12703320,0.00000s,[0],0.00064s,0.03104s,[502],13.367,[37],24.198,[125],16.119,504
diagnose_pres_temp,1513512,0.00000s,[0],0.00053s,0.02204s,[495],1.129,[378],2.047,[250],1.588,504
model_init,1512,0.82767s,[0],3.1090s,6.9603s,[39],9.311,[281],9.356,[244],9.327,504
upper_atmosphere,2016,0.00000s,[57],0.00150s,0.00993s,[473],0.002,[360],0.011,[397],0.006,504
write_restart,1008,0.00000s,[71],0.00093s,0.00426s,[416],0.000,[364],0.005,[439],0.002,504
