name,# calls,t_min,min rank,t_avg,t_max,max rank,total min (s),total min rank,total max (s),total max rank,total avg (s),# PEs
total,507,06m23s,[356],06m23s,06m23s,[328],383.237,[356],383.240,[328],383.238,507
exch_data,118141140,0.00000s,[65],0.00021s,0.57289s,[172],34.902,[304],82.171,[505],49.420,507
global_sum,3655470,0.00000s,[107],0.00001s,0.04836s,[444],0.021,[17],0.463,[0],0.049,507
ordglb_sum,3722901,0.00002s,[104],0.00491s,0.57847s,[138],5.286,[505],43.517,[382],36.044,507
wrt_output,608907,0.00047s,[158],0.08211s,7.6104s,[68],98.411,[505],98.703,[7],98.617,507
physics,3650907,0.00376s,[105],0.02440s,0.62336s,[100],173.812,[0],176.766,[288],175.719,507
intp,18875610,0.00000s,[1],0.00001s,0.00619s,[53],0.423,[300],0.560,[170],0.478,507
nh_diagnostics,12789075,0.00000s,[0],0.00011s,0.02022s,[495],2.683,[387],3.033,[111],2.811,507
diagnose_pres_temp,1532661,0.00000s,[0],0.00006s,0.00591s,[105],0.172,[259],0.239,[489],0.190,507
model_init,1521,0.58098s,[73],1.3587s,2.5499s,[54],4.059,[89],4.113,[58],4.076,507
upper_atmosphere,2028,0.00000s,[32],0.00125s,0.00754s,[221],0.001,[496],0.009,[44],0.005,507
write_restart,11154,0.00241s,[0],0.07171s,1.3269s,[316],1.553,[238],1.591,[316],1.578,507
