name,# calls,t_min,min rank,t_avg,t_max,max rank,total min (s),total min rank,total max (s),total max rank,total avg (s),# PEs
total,120,24m27s,[95],24m27s,24m27s,[12],1467.978,[95],1467.989,[12],1467.983,120
exch_data,27962400,0.00000s,[35],0.00102s,0.21584s,[78],154.263,[11],602.986,[118],238.834,120
global_sum,865200,0.00000s,[33],0.00004s,0.01523s,[101],0.221,[19],0.453,[0],0.276,120
ordglb_sum,881160,0.00000s,[110],0.00850s,0.20440s,[94],5.745,[75],93.858,[95],62.397,120
wrt_output,240,0.44458s,[18],0.45815s,0.47901s,[81],0.909,[12],0.928,[81],0.916,120
physics,864120,0.01464s,[112],0.09048s,0.40087s,[83],644.953,[0],656.586,[115],651.539,120
intp,4323720,0.00001s,[4],0.00008s,0.00354s,[64],1.629,[112],3.574,[78],2.769,120
nh_diagnostics,2595360,0.00000s,[0],0.00012s,0.01406s,[74],1.919,[116],2.756,[3],2.515,120
diagnose_pres_temp,218880,0.00000s,[0],0.00009s,0.00566s,[99],0.037,[112],0.223,[7],0.159,120
model_init,360,0.19265s,[107],1.0542s,1.6948s,[33],3.138,[38],3.187,[119],3.163,120
upper_atmosphere,480,0.00000s,[9],0.00092s,0.00765s,[110],0.001,[92],0.009,[110],0.004,120
write_restart,2640,0.01695s,[96],0.06011s,0.78192s,[21],1.263,[16],1.387,[79],1.322,120
