name,# calls,t_min,min rank,t_avg,t_max,max rank,total min (s),total min rank,total max (s),total max rank,total avg (s),# PEs
total,506,07m36s,[388],07m36s,07m36s,[115],456.356,[388],456.359,[115],456.357,506
exch_data,117908120,0.00000s,[131],0.00024s,0.45252s,[331],36.420,[192],99.191,[504],55.211,506
global_sum,3648260,0.00000s,[139],0.00001s,0.04943s,[64],0.022,[3],0.465,[0],0.066,506
ordglb_sum,3715558,0.00002s,[476],0.00548s,0.45906s,[20],4.836,[504],52.590,[179],40.234,506
wrt_output,607706,0.00050s,[142],0.12986s,9.4398s,[505],155.367,[252],156.186,[276],155.964,506
physics,3643706,0.00357s,[44],0.02566s,0.54430s,[460],183.295,[0],185.975,[162],184.749,506
intp,18838380,0.00000s,[0],0.00001s,0.00411s,[75],0.407,[496],0.584,[122],0.483,506
nh_diagnostics,12763850,0.00000s,[0],0.00012s,0.03453s,[361],2.688,[386],3.906,[113],3.037,506
diagnose_pres_temp,1529638,0.00000s,[0],0.00007s,0.00598s,[362],0.179,[197],0.285,[488],0.203,506
model_init,1518,0.59916s,[49],1.1784s,2.0734s,[49],3.512,[256],3.569,[221],3.535,506
upper_atmosphere,2024,0.00000s,[16],0.00131s,0.01005s,[485],0.001,[391],0.014,[493],0.005,506
write_restart,11132,0.00240s,[504],0.07715s,1.3343s,[278],1.652,[104],1.717,[183],1.697,506
