name,# calls,t_min,min rank,t_avg,t_max,max rank,total min (s),total min rank,total max (s),total max rank,total avg (s),# PEs
total,120,01h42m,[55],01h42m,01h42m,[0],6150.080,[55],6150.118,[0],6150.082,120
exch_data,27962400,0.00001s,[3],0.00333s,2.8703s,[63],475.712,[110],2370.295,[118],776.381,120
global_sum,865200,0.00000s,[41],0.00004s,0.01636s,[21],0.219,[89],0.451,[0],0.272,120
ordglb_sum,881160,0.00000s,[71],0.03163s,2.6288s,[31],18.456,[118],361.640,[95],232.247,120
wrt_output,144120,0.00994s,[111],0.01160s,0.06757s,[72],13.193,[111],18.878,[112],13.932,120
physics,864120,0.06402s,[11],0.34791s,3.8427s,[67],2487.072,[58],2530.892,[114],2505.319,120
intp,4465200,0.00003s,[5],0.00042s,0.01362s,[11],8.302,[118],19.488,[78],15.644,120
nh_diagnostics,3024600,0.00000s,[0],0.00225s,0.07452s,[118],48.909,[115],57.905,[10],56.631,120
diagnose_pres_temp,360360,0.00000s,[0],0.00234s,0.01568s,[112],4.279,[117],7.466,[60],7.024,120
model_init,360,1.5627s,[42],1.9554s,2.7204s,[24],5.857,[55],5.881,[24],5.866,120
upper_atmosphere,480,0.00000s,[0],0.00044s,0.00280s,[32],0.001,[117],0.004,[32],0.002,120
write_restart,240,0.00003s,[21],0.00494s,0.00949s,[118],0.008,[0],0.013,[56],0.010,120
