name,# calls,t_min,min rank,t_avg,t_max,max rank,total min (s),total min rank,total max (s),total max rank,total avg (s),# PEs
total,224,12m25s,[19],12m25s,12m25s,[160],745.126,[19],745.130,[160],745.128,224
exch_data,52196480,0.00000s,[86],0.00054s,0.39882s,[147],87.532,[36],186.362,[149],126.545,224
global_sum,1615040,0.00000s,[7],0.00001s,0.04891s,[190],0.013,[93],0.248,[0],0.068,224
ordglb_sum,1644832,0.00001s,[27],0.00675s,0.33141s,[79],5.378,[112],74.972,[79],49.579,224
wrt_output,806624,0.00114s,[219],0.00164s,0.09432s,[134],5.180,[165],6.519,[24],5.889,224
physics,1613024,0.00769s,[208],0.05019s,0.46241s,[204],359.940,[177],363.030,[84],361.394,224
intp,8872640,0.00000s,[0],0.00005s,0.00605s,[128],1.417,[157],2.252,[95],1.831,224
nh_diagnostics,7258720,0.00000s,[0],0.00055s,0.02788s,[125],17.296,[84],18.507,[62],17.897,224
diagnose_pres_temp,1210272,0.00000s,[0],0.00028s,0.00547s,[128],1.334,[149],1.699,[119],1.516,224
model_init,672,0.65630s,[0],1.8941s,2.8598s,[34],5.658,[140],5.716,[35],5.682,224
upper_atmosphere,896,0.00000s,[0],0.00125s,0.00857s,[136],0.002,[166],0.010,[136],0.005,224
write_restart,448,0.00000s,[0],0.00099s,0.00422s,[129],0.000,[84],0.005,[116],0.002,224
