name,# calls,t_min,min rank,t_avg,t_max,max rank,total min (s),total min rank,total max (s),total max rank,total avg (s),# PEs
total,256,11m32s,[148],11m32s,11m32s,[0],692.573,[148],692.605,[0],692.582,256
exch_data,59653120,0.00000s,[35],0.00047s,0.18936s,[128],81.538,[41],168.039,[72],109.758,256
global_sum,1845760,0.00000s,[19],0.00002s,0.04257s,[23],0.097,[47],0.435,[0],0.139,256
ordglb_sum,1879808,0.00001s,[140],0.00659s,0.19112s,[148],6.393,[0],71.677,[228],48.379,256
wrt_output,512,0.74303s,[76],0.75833s,0.76809s,[148],1.507,[0],1.528,[19],1.517,256
physics,1843456,0.00722s,[13],0.04485s,0.26466s,[55],321.032,[21],324.512,[105],322.972,256
intp,9223936,0.00000s,[1],0.00004s,0.00494s,[48],1.026,[200],1.587,[137],1.282,256
nh_diagnostics,5536768,0.00000s,[0],0.00006s,0.01497s,[212],1.090,[100],1.485,[1],1.229,256
diagnose_pres_temp,466944,0.00000s,[0],0.00007s,0.00500s,[79],0.037,[105],0.162,[73],0.120,256
model_init,768,0.24454s,[227],1.2286s,2.0241s,[223],3.672,[170],3.720,[81],3.686,256
upper_atmosphere,1024,0.00000s,[48],0.00153s,0.00966s,[136],0.002,[123],0.011,[136],0.006,256
write_restart,5632,0.00000s,[25],3.2598s,4.6164s,[53],71.591,[200],72.096,[0],71.716,256
