name,# calls,t_min,min rank,t_avg,t_max,max rank,total min (s),total min rank,total max (s),total max rank,total avg (s),# PEs
total,248,12m11s,[19],12m11s,12m11s,[110],731.296,[19],731.299,[110],731.297,248
exch_data,57788960,0.00000s,[20],0.00055s,0.51250s,[93],85.444,[32],212.762,[247],127.467,248
global_sum,1788080,0.00000s,[35],0.00001s,0.04424s,[52],0.018,[91],0.355,[0],0.083,248
ordglb_sum,1821064,0.00001s,[0],0.00684s,0.52261s,[74],5.291,[247],85.964,[150],50.198,248
wrt_output,893048,0.00101s,[219],0.01405s,6.5024s,[0],49.400,[163],51.750,[197],50.580,248
physics,1785848,0.00718s,[241],0.04761s,0.53570s,[26],340.611,[0],344.754,[145],342.846,248
intp,9823280,0.00000s,[15],0.00004s,0.01572s,[59],1.248,[243],1.968,[63],1.599,248
nh_diagnostics,8036440,0.00000s,[0],0.00051s,0.08468s,[99],15.594,[193],17.797,[32],16.657,248
diagnose_pres_temp,1339944,0.00000s,[0],0.00024s,0.01388s,[245],1.144,[136],1.645,[162],1.311,248
model_init,744,0.64632s,[0],1.1737s,2.1684s,[25],3.503,[27],3.554,[52],3.521,248
upper_atmosphere,992,0.00000s,[37],0.00124s,0.00745s,[203],0.002,[140],0.011,[108],0.005,248
write_restart,496,0.00000s,[5],0.00088s,0.00361s,[70],0.000,[0],0.004,[247],0.002,248
