name,# calls,t_min,min rank,t_avg,t_max,max rank,total min (s),total min rank,total max (s),total max rank,total avg (s),# PEs
total,511,42m32s,[221],42m32s,42m32s,[286],2552.000,[221],2552.031,[286],2552.015,511
exch_data,119073220,0.00000s,[140],0.00131s,1.0394s,[254],193.400,[118],489.887,[189],306.248,511
global_sum,3684310,0.00000s,[1],0.00005s,0.08567s,[134],0.184,[165],2.120,[0],0.395,511
ordglb_sum,3752273,0.00001s,[10],0.02337s,1.0436s,[109],35.282,[509],239.418,[425],171.613,511
wrt_output,613711,0.00634s,[284],0.78531s,10.1349s,[268],940.189,[510],944.804,[389],943.153,511
physics,3679711,0.01378s,[48],0.10467s,1.1808s,[143],747.748,[507],758.411,[384],753.710,511
intp,19014310,0.00001s,[23],0.00008s,0.03281s,[252],2.117,[357],3.742,[509],2.879,511
nh_diagnostics,12879755,0.00000s,[0],0.00063s,0.04562s,[228],13.763,[456],20.572,[509],15.873,511
diagnose_pres_temp,1534533,0.00000s,[0],0.00053s,0.01026s,[510],1.387,[385],2.000,[510],1.579,511
model_init,1533,0.87923s,[0],2.3420s,5.1815s,[7],7.013,[121],7.053,[414],7.026,511
upper_atmosphere,2044,0.00000s,[425],0.00144s,0.01127s,[43],0.002,[162],0.012,[43],0.006,511
write_restart,1022,0.00000s,[467],0.00159s,0.00736s,[505],0.000,[471],0.011,[97],0.003,511
