name,# calls,t_min,min rank,t_avg,t_max,max rank,total min (s),total min rank,total max (s),total max rank,total avg (s),# PEs
total,252,10m31s,[211],10m31s,10m31s,[37],631.404,[211],631.416,[37],631.412,252
exch_data,58721040,0.00000s,[7],0.00050s,0.20109s,[251],80.153,[220],303.434,[251],116.337,252
global_sum,1816920,0.00000s,[35],0.00001s,0.03131s,[0],0.054,[3],0.433,[0],0.095,252
ordglb_sum,1850436,0.00001s,[131],0.00661s,0.19545s,[248],4.252,[71],69.376,[228],48.574,252
wrt_output,504,0.63254s,[8],0.66402s,0.69098s,[23],1.320,[69],1.339,[5],1.328,252
physics,1814652,0.00719s,[16],0.04512s,0.26563s,[171],322.314,[0],326.900,[248],324.900,252
intp,9079812,0.00000s,[0],0.00004s,0.00833s,[16],0.689,[248],1.752,[71],1.311,252
nh_diagnostics,5450256,0.00000s,[0],0.00005s,0.01171s,[250],0.761,[249],1.253,[178],1.076,252
diagnose_pres_temp,459648,0.00000s,[0],0.00003s,0.00752s,[135],0.020,[245],0.094,[6],0.057,252
model_init,756,0.23983s,[6],3.4190s,8.7108s,[85],10.233,[104],10.308,[0],10.257,252
upper_atmosphere,1008,0.00000s,[11],0.00152s,0.01044s,[61],0.002,[208],0.011,[160],0.006,252
write_restart,5544,0.01244s,[127],0.05907s,0.82478s,[236],1.234,[148],1.372,[165],1.300,252
