name,# calls,t_min,min rank,t_avg,t_max,max rank,total min (s),total min rank,total max (s),total max rank,total avg (s),# PEs
total,1023,49m57s,[332],49m57s,49m57s,[671],2997.064,[332],2997.067,[671],2997.065,1023
exch_data,238379460,0.00000s,[679],0.00048s,0.94037s,[492],62.163,[284],212.130,[475],111.504,1023
global_sum,7375830,0.00000s,[7],0.00001s,0.05939s,[217],0.026,[19],0.421,[0],0.058,1023
ordglb_sum,7511889,0.00002s,[976],0.01278s,1.6709s,[628],12.985,[510],111.036,[349],93.811,1023
wrt_output,1228623,0.00109s,[782],1.9391s,11.5951s,[37],2327.962,[1020],2329.037,[677],2328.827,1023
physics,7366623,0.00705s,[752],0.04831s,1.6805s,[815],343.005,[1020],351.815,[384],347.914,1023
intp,38065830,0.00000s,[11],0.00004s,0.00928s,[752],1.054,[681],1.758,[862],1.386,1023
nh_diagnostics,25784715,0.00000s,[0],0.00022s,0.07114s,[761],5.364,[677],6.699,[1022],5.637,1023
diagnose_pres_temp,3072069,0.00000s,[0],0.00014s,0.01738s,[736],0.362,[178],0.568,[511],0.419,1023
model_init,3069,0.62682s,[0],1.7338s,3.5951s,[881],5.178,[268],5.238,[217],5.201,1023
upper_atmosphere,4092,0.00000s,[9],0.00113s,0.00889s,[690],0.001,[128],0.010,[299],0.005,1023
write_restart,2046,0.00000s,[596],0.00211s,0.02039s,[506],0.000,[832],0.023,[506],0.004,1023
