name,# calls,t_min,min rank,t_avg,t_max,max rank,total min (s),total min rank,total max (s),total max rank,total avg (s),# PEs
total,124,25m04s,[29],25m04s,25m04s,[63],1504.034,[29],1504.037,[63],1504.035,124
exch_data,28894480,0.00000s,[60],0.00100s,0.54259s,[68],160.401,[11],557.232,[122],233.270,124
global_sum,894040,0.00000s,[3],0.00002s,0.02145s,[5],0.099,[9],0.288,[0],0.138,124
ordglb_sum,910532,0.00000s,[8],0.00833s,0.53635s,[84],7.710,[60],92.179,[93],61.198,124
wrt_output,446524,0.00223s,[61],0.01553s,6.7510s,[0],55.301,[61],59.107,[122],55.940,124
physics,892924,0.01481s,[96],0.08759s,0.67305s,[65],626.531,[0],633.648,[123],630.706,124
intp,4911640,0.00001s,[1],0.00009s,0.14980s,[31],2.300,[120],4.298,[17],3.602,124
nh_diagnostics,4018220,0.00000s,[0],0.00109s,0.05617s,[119],31.338,[122],36.007,[61],35.272,124
diagnose_pres_temp,669972,0.00000s,[0],0.00084s,0.00619s,[96],2.539,[122],5.084,[61],4.523,124
model_init,372,0.50141s,[21],1.0039s,1.7494s,[103],2.999,[36],3.032,[66],3.012,124
upper_atmosphere,496,0.00000s,[65],0.00112s,0.00723s,[96],0.001,[20],0.009,[104],0.004,124
write_restart,248,0.00000s,[92],0.00115s,0.00437s,[47],0.000,[99],0.006,[106],0.002,124
