name,# calls,t_min,min rank,t_avg,t_max,max rank,total min (s),total min rank,total max (s),total max rank,total avg (s),# PEs
total,1008,12m37s,[460],12m37s,12m37s,[506],757.680,[460],757.687,[506],757.682,1008
exch_data,234884160,0.00000s,[547],0.00064s,0.85289s,[858],76.468,[624],277.353,[34],148.649,1008
global_sum,7267680,0.00000s,[67],0.00002s,0.08765s,[1006],0.030,[145],1.518,[0],0.158,1008
ordglb_sum,7401744,0.00002s,[808],0.01614s,1.0489s,[621],15.230,[503],155.466,[338],118.532,1008
wrt_output,1210608,0.00101s,[351],0.00571s,0.15098s,[965],3.309,[252],7.443,[428],6.857,1008
physics,7258608,0.00685s,[976],0.05485s,1.1877s,[807],387.818,[506],402.684,[344],394.997,1008
intp,37507680,0.00000s,[83],0.00004s,0.01034s,[545],1.027,[326],1.791,[219],1.400,1008
nh_diagnostics,25406640,0.00000s,[0],0.00024s,0.13333s,[497],5.385,[326],10.738,[503],6.109,1008
diagnose_pres_temp,3027024,0.00000s,[0],0.00015s,0.01022s,[1001],0.366,[951],0.880,[252],0.455,1008
model_init,3024,0.64969s,[0],3.1348s,6.3875s,[437],9.387,[287],9.457,[866],9.404,1008
upper_atmosphere,4032,0.00000s,[1],0.00108s,0.00827s,[969],0.001,[116],0.009,[420],0.004,1008
write_restart,2016,0.00000s,[8],0.00190s,0.02085s,[752],0.000,[0],0.023,[757],0.004,1008
