name,# calls,t_min,min rank,t_avg,t_max,max rank,total min (s),total min rank,total max (s),total max rank,total avg (s),# PEs
total,252,13m44s,[97],13m44s,13m44s,[80],824.032,[97],824.035,[80],824.033,252
exch_data,58721040,0.00000s,[1],0.00054s,0.46620s,[134],87.786,[32],202.989,[218],125.953,252
global_sum,1816920,0.00000s,[35],0.00001s,0.02920s,[226],0.017,[91],0.244,[0],0.056,252
ordglb_sum,1850436,0.00001s,[13],0.00875s,0.47995s,[197],2.211,[251],93.229,[145],64.219,252
wrt_output,907452,0.00100s,[251],0.04127s,7.7254s,[89],147.504,[251],148.988,[82],148.610,252
physics,1814652,0.00743s,[14],0.04788s,0.54877s,[99],340.280,[249],347.716,[63],344.766,252
intp,9981720,0.00000s,[51],0.00004s,0.00547s,[14],1.337,[74],1.939,[250],1.594,252
nh_diagnostics,8166060,0.00000s,[0],0.00049s,0.02402s,[230],15.226,[201],17.144,[248],15.792,252
diagnose_pres_temp,1361556,0.00000s,[0],0.00024s,0.03205s,[62],1.161,[136],1.676,[250],1.286,252
model_init,756,0.47366s,[133],1.0335s,1.9853s,[130],3.086,[91],3.122,[102],3.101,252
upper_atmosphere,1008,0.00000s,[8],0.00119s,0.00808s,[152],0.002,[49],0.009,[152],0.005,252
write_restart,504,0.00000s,[15],0.00093s,0.00412s,[54],0.000,[0],0.005,[96],0.002,252
