name,# calls,t_min,min rank,t_avg,t_max,max rank,total min (s),total min rank,total max (s),total max rank,total avg (s),# PEs
total,496,27m18s,[317],27m18s,27m18s,[11],1638.102,[317],1638.135,[11],1638.114,496
exch_data,115577920,0.00000s,[75],0.00142s,1.0697s,[248],176.583,[352],543.509,[417],329.873,496
global_sum,3576160,0.00000s,[1],0.00007s,0.03442s,[209],0.204,[21],2.672,[0],0.537,496
ordglb_sum,3642128,0.00001s,[18],0.02318s,0.47371s,[394],20.183,[247],246.229,[193],170.196,496
wrt_output,595696,0.00229s,[328],0.01238s,0.08885s,[442],10.122,[480],16.546,[196],14.866,496
physics,3571696,0.01499s,[352],0.10473s,0.61448s,[48],738.575,[104],763.391,[387],754.159,496
intp,18456160,0.00001s,[2],0.00009s,0.00982s,[277],2.359,[295],4.073,[62],3.215,496
nh_diagnostics,12501680,0.00000s,[0],0.00064s,0.03076s,[118],13.484,[196],24.257,[495],16.103,496
diagnose_pres_temp,1489488,0.00000s,[0],0.00053s,0.00952s,[372],1.176,[373],1.989,[123],1.583,496
model_init,1488,0.82137s,[100],2.0128s,2.8537s,[155],6.021,[408],6.068,[209],6.038,496
upper_atmosphere,1984,0.00000s,[85],0.00126s,0.00986s,[159],0.002,[368],0.011,[159],0.005,496
write_restart,992,0.00000s,[433],0.00090s,0.00443s,[317],0.000,[38],0.004,[317],0.002,496
