name,# calls,t_min,min rank,t_avg,t_max,max rank,total min (s),total min rank,total max (s),total max rank,total avg (s),# PEs
total,112,26m11s,[38],26m11s,26m11s,[0],1571.299,[38],1571.301,[0],1571.299,112
exch_data,26098240,0.00000s,[5],0.00096s,0.23160s,[31],166.538,[12],296.112,[32],223.510,112
global_sum,807520,0.00000s,[37],0.00001s,0.01528s,[109],0.071,[101],0.226,[0],0.101,112
ordglb_sum,822416,0.00000s,[18],0.00820s,0.23523s,[75],6.183,[56],97.639,[89],60.205,112
wrt_output,134512,0.00249s,[109],0.00288s,0.01294s,[79],3.260,[104],3.570,[41],3.460,112
physics,806512,0.01641s,[5],0.09495s,0.44487s,[85],679.841,[0],686.454,[85],683.750,112
intp,4167520,0.00001s,[52],0.00009s,0.00822s,[5],2.587,[39],3.875,[73],3.319,112
nh_diagnostics,2822960,0.00000s,[0],0.00057s,0.02366s,[97],14.221,[32],14.718,[107],14.447,112
diagnose_pres_temp,336336,0.00000s,[0],0.00060s,0.00686s,[45],1.708,[83],1.956,[107],1.812,112
model_init,336,0.71549s,[0],1.3905s,1.8570s,[0],4.161,[100],4.182,[28],4.171,112
upper_atmosphere,448,0.00000s,[48],0.00095s,0.00591s,[101],0.001,[63],0.006,[87],0.004,112
write_restart,224,0.00000s,[95],0.00116s,0.00391s,[76],0.000,[0],0.005,[18],0.002,112
