name,# calls,t_min,min rank,t_avg,t_max,max rank,total min (s),total min rank,total max (s),total max rank,total avg (s),# PEs
total,1020,16m57s,[941],16m57s,16m57s,[887],1017.128,[941],1017.132,[887],1017.130,1020
exch_data,237680400,0.00000s,[48],0.00055s,0.69919s,[282],74.872,[284],246.172,[475],127.169,1020
global_sum,7354200,0.00000s,[23],0.00001s,0.11304s,[0],0.031,[27],0.784,[0],0.070,1020
ordglb_sum,7489860,0.00001s,[11],0.01440s,0.60507s,[633],10.393,[509],127.457,[344],105.726,1020
wrt_output,1225020,0.00102s,[1016],0.26856s,7.4125s,[368],320.863,[1019],322.874,[824],322.545,1020
physics,7345020,0.00707s,[787],0.05068s,0.61509s,[623],357.221,[1016],370.497,[632],364.911,1020
intp,37954200,0.00000s,[46],0.00004s,0.00710s,[44],1.064,[937],1.814,[891],1.366,1020
nh_diagnostics,25709100,0.00000s,[0],0.00023s,0.09924s,[752],5.361,[974],7.952,[1016],5.746,1020
diagnose_pres_temp,3063060,0.00000s,[0],0.00014s,0.01510s,[767],0.375,[975],0.703,[1019],0.427,1020
model_init,3060,0.62881s,[0],1.7832s,3.5603s,[776],5.330,[628],5.401,[336],5.350,1020
upper_atmosphere,4080,0.00000s,[29],0.00119s,0.00866s,[338],0.001,[76],0.010,[746],0.005,1020
write_restart,2040,0.00000s,[0],0.00258s,0.03127s,[1010],0.000,[307],0.034,[1010],0.005,1020
