name,# calls,t_min,min rank,t_avg,t_max,max rank,total min (s),total min rank,total max (s),total max rank,total avg (s),# PEs
total,112,01h49m,[62],01h49m,01h49m,[88],6552.343,[62],6552.346,[88],6552.344,112
exch_data,26098240,0.00001s,[38],0.00319s,0.82807s,[31],539.461,[14],1055.842,[32],744.283,112
global_sum,807520,0.00000s,[1],0.00003s,0.05472s,[36],0.172,[21],0.406,[0],0.233,112
ordglb_sum,822416,0.00000s,[61],0.03136s,0.83125s,[31],15.814,[110],375.807,[89],230.308,112
wrt_output,134512,0.01073s,[26],0.01174s,0.02558s,[0],13.690,[104],14.476,[39],14.098,112
physics,806512,0.07418s,[0],0.36883s,1.5039s,[35],2647.988,[0],2666.193,[100],2655.972,112
intp,4167520,0.00003s,[15],0.00046s,0.00166s,[93],10.763,[38],22.814,[0],17.173,112
nh_diagnostics,2822960,0.00000s,[0],0.00238s,0.05372s,[91],59.505,[43],60.664,[109],60.065,112
diagnose_pres_temp,336336,0.00000s,[0],0.00253s,0.01106s,[46],7.373,[1],7.789,[23],7.598,112
model_init,336,1.6463s,[0],2.2873s,2.7488s,[63],6.850,[102],6.908,[36],6.862,112
upper_atmosphere,448,0.00000s,[0],0.00048s,0.00328s,[101],0.001,[98],0.004,[101],0.002,112
write_restart,224,0.00000s,[96],0.00127s,0.00370s,[76],0.000,[92],0.005,[76],0.003,112
