name,# calls,t_min,min rank,t_avg,t_max,max rank,total min (s),total min rank,total max (s),total max rank,total avg (s),# PEs
total,508,27m28s,[417],27m28s,27m28s,[18],1648.552,[417],1648.584,[18],1648.565,508
exch_data,118374160,0.00000s,[164],0.00130s,1.3882s,[116],159.970,[120],556.880,[505],301.971,508
global_sum,3662680,0.00000s,[1],0.00008s,0.04979s,[480],0.192,[21],2.534,[0],0.547,508
ordglb_sum,3730244,0.00001s,[144],0.02489s,1.4651s,[295],26.036,[251],257.841,[262],182.796,508
wrt_output,610108,0.00221s,[140],0.04140s,5.6463s,[300],44.534,[357],51.603,[45],49.727,508
physics,3658108,0.01425s,[358],0.10446s,1.5982s,[380],732.274,[250],766.787,[127],752.244,508
intp,18902680,0.00001s,[191],0.00008s,0.01075s,[432],2.119,[498],3.611,[490],2.872,508
nh_diagnostics,12804140,0.00000s,[0],0.00064s,0.03152s,[97],13.382,[68],24.601,[506],16.160,508
diagnose_pres_temp,1525524,0.00000s,[0],0.00052s,0.00865s,[180],1.105,[381],1.974,[126],1.558,508
model_init,1524,0.81325s,[101],1.6961s,3.1860s,[81],5.065,[259],5.122,[481],5.088,508
upper_atmosphere,2032,0.00000s,[57],0.00118s,0.00879s,[402],0.001,[457],0.010,[154],0.005,508
write_restart,1016,0.00000s,[279],0.00093s,0.00463s,[405],0.000,[472],0.005,[137],0.002,508
