name,# calls,t_min,min rank,t_avg,t_max,max rank,total min (s),total min rank,total max (s),total max rank,total avg (s),# PEs
total,126,01h37m,[99],01h37m,01h37m,[0],5863.634,[99],5863.648,[0],5863.636,126
exch_data,29360520,0.00001s,[2],0.00319s,1.3110s,[105],458.569,[12],2049.109,[122],743.907,126
global_sum,908460,0.00000s,[65],0.00003s,0.03069s,[124],0.176,[13],0.413,[0],0.233,126
ordglb_sum,925218,0.00000s,[21],0.03425s,1.2822s,[45],21.547,[124],369.464,[75],251.515,126
wrt_output,151326,0.00946s,[1],0.01213s,0.88583s,[122],14.048,[15],17.000,[121],14.570,126
physics,907326,0.06187s,[64],0.33544s,1.7722s,[77],2404.126,[0],2451.788,[122],2415.521,126
intp,4688460,0.00002s,[17],0.00040s,0.01230s,[64],7.837,[115],18.998,[40],14.837,126
nh_diagnostics,3175830,0.00000s,[0],0.00213s,0.08082s,[55],50.256,[121],54.609,[12],53.757,126
diagnose_pres_temp,378378,0.00000s,[0],0.00227s,0.01454s,[122],5.553,[123],7.088,[109],6.822,126
model_init,378,1.0007s,[43],1.8193s,2.9245s,[12],5.444,[112],5.486,[0],5.458,126
upper_atmosphere,504,0.00000s,[1],0.00064s,0.00472s,[68],0.001,[21],0.006,[69],0.003,126
write_restart,252,0.00003s,[4],0.00963s,0.01963s,[95],0.017,[68],0.022,[18],0.019,126
