name,# calls,t_min,min rank,t_avg,t_max,max rank,total min (s),total min rank,total max (s),total max rank,total avg (s),# PEs
total,254,19m21s,[196],19m21s,19m21s,[135],1161.148,[196],1161.151,[135],1161.149,254
exch_data,59187080,0.00000s,[38],0.00053s,0.77900s,[62],84.161,[101],196.926,[212],122.376,254
global_sum,1831340,0.00000s,[7],0.00001s,0.02706s,[95],0.019,[157],0.316,[0],0.067,254
ordglb_sum,1865122,0.00001s,[124],0.00900s,0.78293s,[185],3.545,[253],100.910,[152],66.105,254
wrt_output,914654,0.00101s,[224],0.13307s,7.8493s,[0],476.889,[252],480.298,[83],479.177,254
physics,1829054,0.00731s,[40],0.04892s,0.83931s,[92],347.804,[253],354.913,[144],352.243,254
intp,10060940,0.00000s,[104],0.00004s,0.04266s,[252],1.274,[83],1.917,[71],1.561,254
nh_diagnostics,8230870,0.00000s,[0],0.00050s,0.30376s,[252],15.059,[81],18.905,[252],16.346,254
diagnose_pres_temp,1372362,0.00000s,[0],0.00024s,0.01110s,[130],1.166,[142],1.746,[253],1.307,254
model_init,762,0.40900s,[239],1.2342s,2.6364s,[78],3.688,[36],3.726,[2],3.703,254
upper_atmosphere,1016,0.00000s,[0],0.00136s,0.00830s,[141],0.002,[111],0.009,[173],0.005,254
write_restart,508,0.00000s,[7],0.00096s,0.00473s,[231],0.000,[0],0.005,[118],0.002,254
