name,# calls,t_min,min rank,t_avg,t_max,max rank,total min (s),total min rank,total max (s),total max rank,total avg (s),# PEs
total,128,02h02m,[21],02h02m,02h02m,[0],7325.581,[21],7325.588,[0],7325.584,128
exch_data,29826560,0.00000s,[50],0.00276s,2.6789s,[65],458.453,[13],966.212,[81],642.519,128
global_sum,922880,0.00000s,[1],0.00007s,0.37403s,[72],0.263,[0],0.590,[64],0.501,128
ordglb_sum,939904,0.00001s,[111],0.03163s,2.6513s,[61],26.821,[126],343.049,[100],232.266,128
wrt_output,153728,1.0989s,[88],1.3376s,10.2430s,[113],1605.922,[125],1619.104,[0],1606.415,128
physics,921728,0.05984s,[89],0.32538s,3.2202s,[59],2324.743,[33],2361.241,[82],2343.071,128
intp,4762880,0.00002s,[52],0.00040s,0.01338s,[112],11.001,[53],18.020,[87],14.790,128
nh_diagnostics,3226240,0.00000s,[0],0.00210s,0.12964s,[120],52.472,[48],53.472,[125],52.895,128
diagnose_pres_temp,384384,0.00000s,[0],0.00228s,0.02355s,[49],6.703,[3],7.100,[31],6.841,128
model_init,384,0.37915s,[108],2.3545s,3.6342s,[9],7.048,[13],7.113,[0],7.063,128
upper_atmosphere,512,0.00000s,[0],0.00073s,0.00551s,[121],0.001,[84],0.007,[107],0.003,128
write_restart,256,0.00002s,[0],0.00804s,0.01645s,[44],0.014,[0],0.018,[10],0.016,128
