name,# calls,t_min,min rank,t_avg,t_max,max rank,total min (s),total min rank,total max (s),total max rank,total avg (s),# PEs
total,96,31m33s,[71],31m33s,31m33s,[8],1893.323,[71],1893.325,[8],1893.324,96
exch_data,22369920,0.00000s,[24],0.00105s,0.26395s,[54],168.177,[59],316.655,[65],244.876,96
global_sum,692160,0.00000s,[11],0.00001s,0.01992s,[49],0.076,[25],0.207,[0],0.104,96
ordglb_sum,704928,0.00000s,[0],0.00827s,0.26930s,[32],7.087,[48],128.546,[59],60.744,96
wrt_output,345696,0.00293s,[25],0.00324s,0.01666s,[72],11.469,[89],11.927,[82],11.681,96
physics,691296,0.02219s,[75],0.11067s,0.59872s,[90],793.432,[92],801.720,[32],796.901,96
intp,3802560,0.00001s,[0],0.00011s,0.00164s,[67],3.764,[70],5.111,[95],4.550,96
nh_diagnostics,3110880,0.00000s,[0],0.00144s,0.02801s,[20],46.194,[80],46.921,[31],46.622,96
diagnose_pres_temp,518688,0.00000s,[0],0.00127s,0.00443s,[36],6.583,[82],7.127,[31],6.855,96
model_init,288,0.71527s,[0],1.5862s,2.6855s,[0],4.750,[85],4.771,[6],4.759,96
upper_atmosphere,384,0.00000s,[1],0.00101s,0.00560s,[77],0.002,[0],0.006,[77],0.004,96
write_restart,192,0.00000s,[75],0.00124s,0.00464s,[48],0.000,[0],0.006,[48],0.002,96
