name,# calls,t_min,min rank,t_avg,t_max,max rank,total min (s),total min rank,total max (s),total max rank,total avg (s),# PEs
wrt_output,1209,0.00000s,[7],0.65559s,8.3781s,[6],84.176,[7],119.566,[0],99.076,8
model_init,8,0.00017s,[0],0.00033s,0.00047s,[6],0.000,[0],0.000,[6],0.000,8
