name,# calls,t_min,min rank,t_avg,t_max,max rank,total min (s),total min rank,total max (s),total max rank,total avg (s),# PEs
total,126,31m52s,[61],31m52s,31m52s,[0],1912.882,[61],1912.887,[0],1912.884,126
exch_data,29360520,0.00000s,[6],0.00103s,0.21491s,[78],162.520,[76],536.662,[122],240.040,126
global_sum,908460,0.00000s,[119],0.00003s,0.04487s,[13],0.145,[39],0.331,[0],0.184,126
ordglb_sum,925218,0.00000s,[108],0.00850s,0.20505s,[118],7.328,[63],90.442,[111],62.390,126
wrt_output,151326,0.30509s,[6],0.41448s,9.7399s,[125],497.642,[10],499.552,[0],497.796,126
physics,907326,0.01461s,[32],0.08746s,0.59437s,[100],627.837,[70],632.967,[121],629.810,126
intp,4690980,0.00001s,[0],0.00008s,0.00892s,[32],1.777,[115],3.815,[105],2.967,126
nh_diagnostics,3178350,0.00000s,[0],0.00056s,0.03755s,[117],13.132,[120],14.490,[93],14.244,126
diagnose_pres_temp,380898,0.00000s,[0],0.00054s,0.03608s,[113],1.147,[120],1.774,[76],1.628,126
model_init,378,0.20168s,[75],1.2841s,2.4789s,[39],3.823,[75],4.339,[0],3.852,126
upper_atmosphere,504,0.00000s,[1],0.00121s,0.00758s,[56],0.002,[74],0.008,[17],0.005,126
write_restart,2772,0.00896s,[0],0.10518s,1.3336s,[121],1.817,[0],2.336,[122],2.314,126
