name,# calls,t_min,min rank,t_avg,t_max,max rank,total min (s),total min rank,total max (s),total max rank,total avg (s),# PEs
total,127,31m00s,[49],31m00s,31m00s,[16],1860.600,[49],1860.606,[16],1860.603,127
exch_data,29593540,0.00000s,[52],0.00098s,0.21525s,[79],158.585,[76],493.535,[123],228.880,127
global_sum,915670,0.00000s,[65],0.00001s,0.02801s,[9],0.069,[23],0.249,[0],0.106,127
ordglb_sum,932561,0.00000s,[2],0.00838s,0.20181s,[71],7.009,[80],86.767,[49],61.511,127
wrt_output,152527,0.30436s,[3],0.40378s,7.4479s,[120],484.793,[7],486.758,[0],484.938,127
physics,914527,0.01536s,[32],0.08478s,0.50373s,[27],608.788,[67],613.171,[56],610.496,127
intp,4728210,0.00001s,[4],0.00008s,0.00170s,[32],1.822,[114],3.845,[19],3.064,127
nh_diagnostics,3203575,0.00000s,[0],0.00050s,0.02307s,[44],11.885,[122],12.781,[4],12.537,127
diagnose_pres_temp,383921,0.00000s,[0],0.00051s,0.00497s,[32],1.266,[120],1.674,[56],1.533,127
model_init,381,0.19326s,[81],1.0672s,1.8161s,[29],3.178,[110],3.667,[0],3.202,127
upper_atmosphere,508,0.00000s,[4],0.00102s,0.00685s,[0],0.001,[18],0.009,[0],0.004,127
write_restart,2794,0.00879s,[4],0.06930s,0.74109s,[77],1.071,[0],1.541,[68],1.525,127
